date time,date,time,latitude,longitude,accuracy(m),altitude(m),speed(m/s),bearing(deg),sat_used,sat_inview
09-07-23 01:02,09-07-23,01:02:10,-8.90218546,116.3035254,3.00,54.467,6.869,64,25,33
09-07-23 01:02,09-07-23,01:02:11,-8.90215661,116.3035838,3.00,54.515,7.327,63,26,32
09-07-23 01:02,09-07-23,01:02:12,-8.90212486,116.3036442,3.00,54.523,7.509,62,25,33
09-07-23 01:02,09-07-23,01:02:13,-8.90209033,116.3037029,2.00,54.536,7.478,58,26,33
09-07-23 01:02,09-07-23,01:02:14,-8.90205186,116.3037588,2.00,54.516,7.442,53,26,33
09-07-23 01:02,09-07-23,01:02:15,-8.9020088,116.3038092,2.00,54.475,7.443,47,24,33
09-07-23 01:02,09-07-23,01:02:16,-8.9019597,116.3038566,2.00,54.431,7.462,41,26,33
09-07-23 01:02,09-07-23,01:02:17,-8.901906,116.3038982,3.00,54.305,7.525,35,25,33
09-07-23 01:02,09-07-23,01:02:18,-8.90184726,116.3039346,3.00,54.216,7.57,30,26,33
09-07-23 01:02,09-07-23,01:02:19,-8.90178555,116.3039649,3.00,54.22,7.659,25,25,33
09-07-23 01:02,09-07-23,01:02:20,-8.90172038,116.30399,3.00,54.106,7.765,18,25,33
09-07-23 01:02,09-07-23,01:02:21,-8.90165156,116.3040075,3.00,54.042,7.867,10,26,32
09-07-23 01:02,09-07-23,01:02:22,-8.90157973,116.3040159,3.00,53.909,7.959,3,25,32
09-07-23 01:02,09-07-23,01:02:23,-8.90150714,116.3040189,3.00,53.842,8.02,360,26,33
09-07-23 01:02,09-07-23,01:02:24,-8.90143418,116.3040174,3.00,53.748,8.078,357,26,33
09-07-23 01:02,09-07-23,01:02:25,-8.90136116,116.3040123,3.00,53.836,8.124,355,26,33
09-07-23 01:02,09-07-23,01:02:26,-8.90128741,116.3040059,3.00,53.79,8.102,354,26,33
09-07-23 01:02,09-07-23,01:02:27,-8.90121616,116.3039982,3.00,53.699,8.115,354,26,33
09-07-23 01:02,09-07-23,01:02:28,-8.90114324,116.3039894,3.00,53.665,8.088,352,26,33
09-07-23 01:02,09-07-23,01:02:29,-8.90107135,116.3039797,3.00,53.673,8.045,352,26,33
09-07-23 01:02,09-07-23,01:02:30,-8.90099933,116.3039722,3.00,53.675,7.97,355,26,33
09-07-23 01:02,09-07-23,01:02:31,-8.90092927,116.3039675,3.00,53.745,7.864,357,26,33
09-07-23 01:02,09-07-23,01:02:32,-8.90085844,116.3039625,3.00,53.775,7.766,355,26,33
09-07-23 01:02,09-07-23,01:02:33,-8.90079114,116.303956,3.00,53.817,7.671,355,26,33
09-07-23 01:02,09-07-23,01:02:34,-8.90072406,116.3039497,3.00,53.897,7.519,355,25,33
09-07-23 01:02,09-07-23,01:02:35,-8.90065811,116.3039446,3.00,53.979,7.368,355,25,33
09-07-23 01:02,09-07-23,01:02:36,-8.90059314,116.3039396,3.00,54.106,7.2,355,25,33
09-07-23 01:02,09-07-23,01:02:37,-8.90053001,116.3039332,3.00,54.17,7.041,355,25,33
09-07-23 01:02,09-07-23,01:02:38,-8.90046807,116.3039271,3.00,54.29,6.85,355,25,33
09-07-23 01:02,09-07-23,01:02:39,-8.90040835,116.3039213,3.00,54.414,6.654,355,25,33
09-07-23 01:02,09-07-23,01:02:40,-8.90035125,116.3039163,3.00,54.488,6.47,355,25,33
09-07-23 01:02,09-07-23,01:02:41,-8.90029375,116.3039115,3.00,54.642,6.496,356,25,33
09-07-23 01:02,09-07-23,01:02:42,-8.90022858,116.3039073,3.00,54.732,7.303,356,24,33
09-07-23 01:02,09-07-23,01:02:43,-8.9001603,116.3039031,3.00,54.835,7.462,356,24,33
09-07-23 01:02,09-07-23,01:02:44,-8.90009511,116.3038988,3.00,54.929,7.315,357,23,33
09-07-23 01:02,09-07-23,01:02:45,-8.90003168,116.3038963,3.00,55.008,7.175,358,24,33
09-07-23 01:02,09-07-23,01:02:46,-8.89996823,116.3038962,3.00,55.065,7.05,360,24,33
09-07-23 01:02,09-07-23,01:02:47,-8.89990539,116.3038962,3.00,55.136,6.934,359,25,33
09-07-23 01:02,09-07-23,01:02:48,-8.89984337,116.303894,3.00,55.189,6.818,358,25,33
09-07-23 01:02,09-07-23,01:02:49,-8.89978104,116.3038916,3.00,55.198,6.752,357,24,33
09-07-23 01:02,09-07-23,01:02:50,-8.89972119,116.3038889,3.00,55.235,6.655,357,25,33
09-07-23 01:02,09-07-23,01:02:51,-8.89966112,116.3038856,3.00,55.284,6.579,357,25,33
09-07-23 01:02,09-07-23,01:02:52,-8.89960191,116.3038815,3.00,55.277,6.549,357,25,33
09-07-23 01:02,09-07-23,01:02:53,-8.89954552,116.3038782,3.00,55.228,6.491,356,26,33
09-07-23 01:02,09-07-23,01:02:54,-8.8994865,116.3038737,3.00,55.178,6.475,356,26,33
09-07-23 01:02,09-07-23,01:02:55,-8.89942741,116.303868,3.00,55.131,6.462,354,25,33
09-07-23 01:02,09-07-23,01:02:56,-8.89937014,116.3038593,3.00,55.084,6.452,350,26,33
09-07-23 01:02,09-07-23,01:02:57,-8.89931394,116.3038447,3.00,54.939,6.524,344,25,33
09-07-23 01:02,09-07-23,01:02:58,-8.89925902,116.3038247,3.00,54.851,6.523,339,26,33
09-07-23 01:02,09-07-23,01:02:59,-8.89920371,116.3038003,3.00,54.773,6.585,335,25,33
09-07-23 01:03,09-07-23,01:03:00,-8.8991512,116.3037717,3.00,54.712,6.637,331,25,33
09-07-23 01:03,09-07-23,01:03:01,-8.89909947,116.3037388,3.00,54.633,6.708,326,25,33
09-07-23 01:03,09-07-23,01:03:02,-8.89904772,116.3037015,3.00,54.533,6.79,322,26,33
09-07-23 01:03,09-07-23,01:03:03,-8.89900134,116.3036589,3.00,54.476,6.882,315,26,33
09-07-23 01:03,09-07-23,01:03:04,-8.89896017,116.3036121,3.00,54.438,6.965,307,26,33
09-07-23 01:03,09-07-23,01:03:05,-8.89892647,116.303559,3.00,54.31,7.094,299,26,33
09-07-23 01:03,09-07-23,01:03:06,-8.89889933,116.3034994,3.00,54.191,7.234,291,26,33
09-07-23 01:03,09-07-23,01:03:07,-8.89888232,116.3034364,3.00,54.068,7.372,282,26,32
09-07-23 01:03,09-07-23,01:03:08,-8.89886959,116.3033685,3.00,53.936,7.514,279,26,33
09-07-23 01:03,09-07-23,01:03:09,-8.89886056,116.3033003,3.00,53.858,7.608,278,26,33
09-07-23 01:03,09-07-23,01:03:10,-8.89885194,116.3032316,3.00,53.864,7.659,277,25,33
09-07-23 01:03,09-07-23,01:03:11,-8.89884282,116.3031617,3.00,53.858,7.704,278,25,33
09-07-23 01:03,09-07-23,01:03:12,-8.89883121,116.3030927,3.00,53.774,7.721,279,25,33
09-07-23 01:03,09-07-23,01:03:13,-8.89881713,116.3030233,3.00,53.721,7.784,281,25,33
09-07-23 01:03,09-07-23,01:03:14,-8.89880242,116.3029552,3.00,53.647,7.834,282,26,32
09-07-23 01:03,09-07-23,01:03:15,-8.89878476,116.3028865,3.00,53.578,7.863,284,26,32
09-07-23 01:03,09-07-23,01:03:16,-8.8987657,116.3028172,3.00,53.554,7.877,286,26,32
09-07-23 01:03,09-07-23,01:03:17,-8.89874482,116.3027475,3.00,53.534,7.886,287,25,32
09-07-23 01:03,09-07-23,01:03:18,-8.89872261,116.3026791,3.00,53.53,7.864,289,24,32
09-07-23 01:03,09-07-23,01:03:19,-8.89869856,116.3026122,3.00,53.488,7.849,290,25,32
09-07-23 01:03,09-07-23,01:03:20,-8.89867274,116.3025471,3.00,53.493,7.821,292,24,32
09-07-23 01:03,09-07-23,01:03:21,-8.89864591,116.302482,3.00,53.601,7.755,293,24,32
09-07-23 01:03,09-07-23,01:03:22,-8.89861707,116.3024187,3.00,53.603,7.759,295,25,32
09-07-23 01:03,09-07-23,01:03:23,-8.89858579,116.3023574,3.00,53.568,7.736,297,23,32
09-07-23 01:03,09-07-23,01:03:24,-8.89855144,116.3022968,3.00,53.561,7.699,300,24,32
09-07-23 01:03,09-07-23,01:03:25,-8.89851525,116.3022372,3.00,53.558,7.661,302,23,32
09-07-23 01:03,09-07-23,01:03:26,-8.89847629,116.3021788,3.00,53.565,7.606,304,24,32
09-07-23 01:03,09-07-23,01:03:27,-8.89843447,116.3021219,3.00,53.632,7.579,307,23,32
09-07-23 01:03,09-07-23,01:03:28,-8.89839079,116.3020672,3.00,53.535,7.583,309,24,32
09-07-23 01:03,09-07-23,01:03:29,-8.89834706,116.3020158,3.00,53.567,7.517,311,25,32
09-07-23 01:03,09-07-23,01:03:30,-8.89830189,116.301966,3.00,53.548,7.493,314,24,32
09-07-23 01:03,09-07-23,01:03:31,-8.89825413,116.3019187,3.00,53.55,7.444,316,24,32
09-07-23 01:03,09-07-23,01:03:32,-8.89820466,116.3018729,3.00,53.476,7.44,318,26,32
09-07-23 01:03,09-07-23,01:03:33,-8.89815165,116.3018278,3.00,53.506,7.396,320,26,32
09-07-23 01:03,09-07-23,01:03:34,-8.89809777,116.3017849,3.00,53.496,7.356,322,26,32
09-07-23 01:03,09-07-23,01:03:35,-8.89804436,116.3017438,3.00,53.497,7.349,322,26,32
09-07-23 01:03,09-07-23,01:03:36,-8.89799117,116.301701,3.00,53.464,7.319,322,26,32
09-07-23 01:03,09-07-23,01:03:37,-8.89793963,116.301659,3.00,53.442,7.295,321,26,32
09-07-23 01:03,09-07-23,01:03:38,-8.8978876,116.3016176,3.00,53.458,7.238,321,25,31
09-07-23 01:03,09-07-23,01:03:39,-8.8978365,116.3015772,3.00,53.458,7.216,321,26,32
09-07-23 01:03,09-07-23,01:03:40,-8.89778708,116.3015367,3.00,53.439,7.183,321,26,32
09-07-23 01:03,09-07-23,01:03:41,-8.89773664,116.3014953,3.00,53.467,7.132,321,26,32
09-07-23 01:03,09-07-23,01:03:42,-8.89768629,116.3014547,3.00,53.493,7.086,321,26,32
09-07-23 01:03,09-07-23,01:03:43,-8.89763608,116.3014147,3.00,53.491,7.053,322,26,32
09-07-23 01:03,09-07-23,01:03:44,-8.89758626,116.3013763,3.00,53.442,7.021,323,26,32
09-07-23 01:03,09-07-23,01:03:45,-8.89753545,116.3013399,3.00,53.438,6.972,324,26,32
09-07-23 01:03,09-07-23,01:03:46,-8.89748443,116.3013018,3.00,53.398,6.946,325,26,32
09-07-23 01:03,09-07-23,01:03:47,-8.89743272,116.3012652,3.00,53.385,6.917,326,26,32
09-07-23 01:03,09-07-23,01:03:48,-8.89738204,116.3012318,3.00,53.334,6.892,327,26,32
09-07-23 01:03,09-07-23,01:03:49,-8.89733177,116.3011969,3.00,53.322,6.857,326,26,32
09-07-23 01:03,09-07-23,01:03:50,-8.89728139,116.3011619,3.00,53.331,6.834,326,26,32
09-07-23 01:03,09-07-23,01:03:51,-8.89722919,116.3011253,3.00,53.327,6.964,325,26,32
09-07-23 01:03,09-07-23,01:03:52,-8.89717196,116.3010839,3.00,53.354,7.564,324,26,32
09-07-23 01:03,09-07-23,01:03:53,-8.89711631,116.3010433,3.00,53.317,7.638,324,26,32
09-07-23 01:03,09-07-23,01:03:54,-8.89705927,116.3010026,3.00,53.303,7.615,325,26,32
09-07-23 01:03,09-07-23,01:03:55,-8.89700372,116.3009623,3.00,53.321,7.577,325,26,32
09-07-23 01:03,09-07-23,01:03:56,-8.8969463,116.3009223,3.00,53.308,7.547,326,25,32
09-07-23 01:03,09-07-23,01:03:57,-8.89689014,116.3008842,3.00,53.313,7.529,326,26,32
09-07-23 01:03,09-07-23,01:03:58,-8.89683314,116.3008463,3.00,53.263,7.524,327,26,32
09-07-23 01:03,09-07-23,01:03:59,-8.8967772,116.300811,3.00,53.245,7.484,328,26,32
09-07-23 01:04,09-07-23,01:04:00,-8.89671916,116.3007769,3.00,53.231,7.486,330,26,32
09-07-23 01:04,09-07-23,01:04:01,-8.89666039,116.3007441,3.00,53.228,7.463,331,26,32
09-07-23 01:04,09-07-23,01:04:02,-8.89660086,116.300713,3.00,53.209,7.445,333,26,32
09-07-23 01:04,09-07-23,01:04:03,-8.89654185,116.3006843,3.00,53.186,7.439,335,26,32
09-07-23 01:04,09-07-23,01:04:04,-8.89648215,116.3006583,3.00,53.181,7.426,337,25,32
09-07-23 01:04,09-07-23,01:04:05,-8.89641967,116.3006339,3.00,53.166,7.417,339,25,32
09-07-23 01:04,09-07-23,01:04:06,-8.89635811,116.3006119,3.00,53.154,7.393,341,26,32
09-07-23 01:04,09-07-23,01:04:07,-8.89629589,116.3005911,3.00,53.203,7.356,343,26,32
09-07-23 01:04,09-07-23,01:04:08,-8.896233,116.3005734,3.00,53.149,7.376,345,26,32
09-07-23 01:04,09-07-23,01:04:09,-8.89616934,116.3005581,3.00,53.13,7.347,347,26,32
09-07-23 01:04,09-07-23,01:04:10,-8.89610448,116.3005431,3.00,53.142,7.365,349,26,32
09-07-23 01:04,09-07-23,01:04:11,-8.89603882,116.3005326,3.00,53.072,7.309,351,26,32
09-07-23 01:04,09-07-23,01:04:12,-8.89597361,116.3005244,3.00,53.014,7.293,353,26,32
09-07-23 01:04,09-07-23,01:04:13,-8.89590701,116.3005174,3.00,53.027,7.253,355,26,32
09-07-23 01:04,09-07-23,01:04:14,-8.89584193,116.3005131,3.00,52.981,7.245,357,24,32
09-07-23 01:04,09-07-23,01:04:15,-8.89577577,116.3005118,3.00,53.001,7.206,359,25,32
09-07-23 01:04,09-07-23,01:04:16,-8.89571054,116.3005126,3.00,52.965,7.19,1,25,32
09-07-23 01:04,09-07-23,01:04:17,-8.89564668,116.3005152,3.00,53.071,7.125,3,25,32
09-07-23 01:04,09-07-23,01:04:18,-8.8955826,116.3005189,3.00,53.003,7.119,5,26,32
09-07-23 01:04,09-07-23,01:04:19,-8.89551933,116.3005245,3.00,53.056,7.045,6,25,32
09-07-23 01:04,09-07-23,01:04:20,-8.89545671,116.300533,3.00,53.057,7.032,8,24,32
09-07-23 01:04,09-07-23,01:04:21,-8.89539632,116.3005433,3.00,53.037,7.012,10,26,32
09-07-23 01:04,09-07-23,01:04:22,-8.89533424,116.3005561,3.00,53.039,6.96,11,25,32
09-07-23 01:04,09-07-23,01:04:23,-8.89527513,116.3005698,3.00,53.037,6.909,13,24,32
09-07-23 01:04,09-07-23,01:04:24,-8.89521741,116.3005845,3.00,53.075,6.852,14,24,31
09-07-23 01:04,09-07-23,01:04:25,-8.89515911,116.3006,3.00,53.092,6.763,15,25,31
09-07-23 01:04,09-07-23,01:04:26,-8.8951014,116.3006167,3.00,53.144,6.65,16,25,32
09-07-23 01:04,09-07-23,01:04:27,-8.89504441,116.3006338,3.00,53.197,6.543,17,25,32
09-07-23 01:04,09-07-23,01:04:28,-8.89499057,116.3006536,3.00,53.27,6.405,21,23,32
09-07-23 01:04,09-07-23,01:04:29,-8.89493812,116.3006755,3.00,53.326,6.264,24,24,32
09-07-23 01:04,09-07-23,01:04:30,-8.89488775,116.3007003,3.00,53.419,6.106,28,24,32
09-07-23 01:04,09-07-23,01:04:31,-8.89484118,116.3007271,3.00,53.498,5.96,30,23,32
09-07-23 01:04,09-07-23,01:04:32,-8.89479402,116.3007582,3.00,53.573,6.302,34,24,32
09-07-23 01:04,09-07-23,01:04:33,-8.89474732,116.3007917,3.00,53.63,6.377,36,25,32
09-07-23 01:04,09-07-23,01:04:34,-8.89470275,116.3008267,3.00,53.742,6.272,39,24,31
09-07-23 01:04,09-07-23,01:04:35,-8.8946593,116.300864,3.00,53.763,6.173,42,26,31
09-07-23 01:04,09-07-23,01:04:36,-8.89462121,116.3009042,3.00,53.847,6.073,49,26,32
09-07-23 01:04,09-07-23,01:04:37,-8.89459056,116.3009491,3.00,53.94,6.004,59,26,32
09-07-23 01:04,09-07-23,01:04:38,-8.89456847,116.301,3.00,53.936,5.943,72,26,32
09-07-23 01:04,09-07-23,01:04:39,-8.89455928,116.3010517,3.00,53.91,5.867,85,24,32
09-07-23 01:04,09-07-23,01:04:40,-8.89456244,116.3011038,3.00,53.916,5.792,96,25,32
09-07-23 01:04,09-07-23,01:04:41,-8.8945761,116.301154,3.00,53.831,5.777,109,24,32
09-07-23 01:04,09-07-23,01:04:42,-8.89460032,116.3012004,3.00,53.847,5.715,122,24,32
09-07-23 01:04,09-07-23,01:04:43,-8.8946318,116.3012419,3.00,53.909,5.669,134,25,33
09-07-23 01:04,09-07-23,01:04:44,-8.89466932,116.3012775,3.00,53.891,5.686,143,25,33
09-07-23 01:04,09-07-23,01:04:45,-8.89471335,116.3013044,3.00,53.837,5.969,152,25,32
09-07-23 01:04,09-07-23,01:04:46,-8.89476892,116.3013341,3.00,53.813,6.656,155,25,33
09-07-23 01:04,09-07-23,01:04:47,-8.89482435,116.301359,3.00,53.804,6.665,159,24,33
09-07-23 01:04,09-07-23,01:04:48,-8.89488081,116.3013784,3.00,53.794,6.652,164,22,33
09-07-23 01:04,09-07-23,01:04:49,-8.89493861,116.3013936,3.00,53.876,6.648,166,24,33
09-07-23 01:04,09-07-23,01:04:50,-8.8949966,116.3014068,3.00,53.85,6.625,168,23,33
09-07-23 01:04,09-07-23,01:04:51,-8.89505567,116.3014175,3.00,53.847,6.627,169,24,32
09-07-23 01:04,09-07-23,01:04:52,-8.8951142,116.3014295,3.00,53.771,6.654,169,25,33
09-07-23 01:04,09-07-23,01:04:53,-8.89517368,116.3014402,3.00,53.687,6.728,169,25,32
09-07-23 01:04,09-07-23,01:04:54,-8.89523454,116.3014504,3.00,53.617,6.804,170,25,33
09-07-23 01:04,09-07-23,01:04:55,-8.89529678,116.3014603,3.00,53.609,6.877,171,24,33
09-07-23 01:04,09-07-23,01:04:56,-8.89535867,116.3014702,3.00,53.566,6.861,171,25,33
09-07-23 01:04,09-07-23,01:04:57,-8.89542145,116.3014792,3.00,53.53,6.889,172,24,33
09-07-23 01:04,09-07-23,01:04:58,-8.8954825,116.3014875,3.00,53.516,6.861,172,23,33
09-07-23 01:04,09-07-23,01:04:59,-8.89554297,116.301497,3.00,53.506,6.829,170,24,33
09-07-23 01:05,09-07-23,01:05:00,-8.89560244,116.3015088,3.00,53.504,6.771,168,24,33
09-07-23 01:05,09-07-23,01:05:01,-8.8956619,116.3015236,3.00,53.565,6.703,166,24,33
09-07-23 01:05,09-07-23,01:05:02,-8.89572033,116.3015401,3.00,53.582,6.624,163,24,33
09-07-23 01:05,09-07-23,01:05:03,-8.89577372,116.3015615,3.00,53.594,6.525,155,24,33
09-07-23 01:05,09-07-23,01:05:04,-8.89582329,116.3015912,3.00,53.613,6.412,145,25,33
09-07-23 01:05,09-07-23,01:05:05,-8.89586364,116.3016297,3.00,53.668,6.297,133,25,33
09-07-23 01:05,09-07-23,01:05:06,-8.89589472,116.3016754,3.00,53.71,6.171,120,25,33
09-07-23 01:05,09-07-23,01:05:07,-8.89591643,116.3017251,3.00,53.819,6.003,110,23,33
09-07-23 01:05,09-07-23,01:05:08,-8.89592944,116.3017771,3.00,53.912,5.836,101,24,33
09-07-23 01:05,09-07-23,01:05:09,-8.89593767,116.3018274,3.00,54.034,5.591,97,24,33
09-07-23 01:05,09-07-23,01:05:10,-8.89594327,116.301872,3.00,54.099,5.044,93,24,33
09-07-23 01:05,09-07-23,01:05:11,-8.89594361,116.3019175,3.00,54.203,5.088,89,23,33
09-07-23 01:05,09-07-23,01:05:12,-8.89594135,116.3019604,3.00,54.324,4.815,86,24,33
09-07-23 01:05,09-07-23,01:05:13,-8.89593561,116.3019996,3.00,54.46,4.487,83,25,33
09-07-23 01:05,09-07-23,01:05:14,-8.8959292,116.3020375,3.00,54.555,4.182,82,25,33
09-07-23 01:05,09-07-23,01:05:15,-8.89592288,116.3020726,3.00,54.676,3.926,81,25,33
09-07-23 01:05,09-07-23,01:05:16,-8.89591662,116.302105,3.00,54.772,3.631,80,25,33
09-07-23 01:05,09-07-23,01:05:17,-8.8959111,116.3021356,3.00,54.868,3.412,79,25,33
09-07-23 01:05,09-07-23,01:05:18,-8.89590637,116.3021634,3.00,54.885,3.223,79,25,33
09-07-23 01:05,09-07-23,01:05:19,-8.89590089,116.3021904,3.00,54.903,3.084,79,25,33
09-07-23 01:05,09-07-23,01:05:20,-8.89589548,116.3022159,3.00,54.928,2.938,78,25,33
09-07-23 01:05,09-07-23,01:05:21,-8.89588957,116.30224,3.00,54.931,2.842,78,25,33
09-07-23 01:05,09-07-23,01:05:22,-8.89588294,116.302265,3.00,54.945,2.746,77,25,33
09-07-23 01:05,09-07-23,01:05:23,-8.89587703,116.3022874,3.00,54.952,2.656,77,25,33
09-07-23 01:05,09-07-23,01:05:24,-8.89587176,116.3023104,3.00,54.957,2.567,77,25,33
09-07-23 01:05,09-07-23,01:05:25,-8.89586567,116.3023332,3.00,54.937,2.507,77,25,33
09-07-23 01:05,09-07-23,01:05:26,-8.89586059,116.3023554,3.00,54.93,2.445,77,25,33
09-07-23 01:05,09-07-23,01:05:27,-8.89585541,116.3023777,3.00,54.958,2.42,77,25,33
09-07-23 01:05,09-07-23,01:05:28,-8.89585223,116.3023978,3.00,54.898,2.354,77,25,33
09-07-23 01:05,09-07-23,01:05:29,-8.89584784,116.3024186,3.00,54.893,2.333,77,24,33
09-07-23 01:05,09-07-23,01:05:30,-8.8958434,116.3024394,3.00,54.91,2.315,78,25,33
09-07-23 01:05,09-07-23,01:05:31,-8.89584028,116.3024594,3.00,54.903,2.31,79,23,33
09-07-23 01:05,09-07-23,01:05:32,-8.89583612,116.3024802,3.00,54.885,2.318,78,25,33
09-07-23 01:05,09-07-23,01:05:33,-8.89583094,116.3025013,3.00,54.89,2.257,77,25,33
09-07-23 01:05,09-07-23,01:05:34,-8.89582657,116.3025185,3.00,54.919,1.878,76,25,33
09-07-23 01:05,09-07-23,01:05:35,-8.89582291,116.3025309,3.00,54.895,1.52,76,25,33
09-07-23 01:05,09-07-23,01:05:36,-8.89582045,116.3025405,3.00,54.892,1.288,77,24,33
09-07-23 01:05,09-07-23,01:05:37,-8.89581756,116.3025481,3.00,54.873,1.028,76,25,33
09-07-23 01:05,09-07-23,01:05:38,-8.89581709,116.3025524,3.00,54.894,0.66,76,24,33
09-07-23 01:05,09-07-23,01:05:39,-8.89581709,116.3025524,3.00,54.842,0.032,76,24,33
09-07-23 01:05,09-07-23,01:05:40,-8.89581709,116.3025524,3.00,54.879,0.049,76,24,33
09-07-23 01:05,09-07-23,01:05:41,-8.89581709,116.3025524,3.00,54.895,0.02,76,24,32
09-07-23 01:05,09-07-23,01:05:42,-8.89581709,116.3025524,3.00,54.885,0.004,76,24,32
09-07-23 01:05,09-07-23,01:05:43,-8.89581709,116.3025524,3.00,54.862,0.036,76,24,32
09-07-23 01:05,09-07-23,01:05:44,-8.89581954,116.3025513,3.00,54.828,0.394,76,23,33
